coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,p1,p2,p3
Sumatran Reserve,Green Mountain Coffee,"Waterbury, Vermont","Northern Sumatra, Indonesia",Medium-Dark,38/50,$8.49/10 oz.,October 2010,88,Review Date:,October 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Richly sweet flavor and aroma combines earth and aromatic wood with distant suggestions of fruit and chocolate. Muted acidity and a heavy, rather rough mouthfeel that smoothes out in a sweet but simple finish.","Notes: Certified organically grown and Fair-Trade, meaning this coffee was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles, including this elite selection. Visit www.greenmountaincoffee.com or call 800-223-6768 for more information.",Who Should Drink It: A moderately dark-roasted version of the classic fruit-and-earth Sumatra cup with impressive environmental and social credentials.
Madison Blend,Tully's Coffee,"Seattle, Washington",Not disclosed.,Very Dark,31/36,$8.49/12 oz.,October 2010,87,Review Date:,October 2010,Aroma:,7,Body:,8							,"Blind Assessment: Caramel, malt and scorched wood notes dominate in the aroma and in the cup, where they lean toward a bittersweet dark chocolate. Heavy and heartily rough in mouthfeel. The finish is also rather heavy, but quite sweet.","Notes: Although labeled a “medium roast” on the package, this blend would be considered a very dark roast according to the classification system determined by the Specialty Coffee Association of America. Tully's is a large quality-oriented specialty roasting company and café chain based in Seattle. Visit www.tullys.com or call 800-968-8559 for more information.",Who Should Drink It: Lovers of robust dark roasts.
Java,Diedrich Coffee,"Irvine, California","Java, Indonesia.",Medium-Dark,42/49,$9.95/12 oz.,October 2010,87,Review Date:,October 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Very rich, with a pungent, fruit-toned aromatic wood pleasingly dominating aroma and cup. As the cup cools the fruit and aromatic wood acquire a cocoa-like, chocolaty nuance. Muted acidity, medium-bodied, with a bit more wood than fruit in an otherwise sweet finish.","Notes: Most Java coffees are produced on large government-operated estates in the mountains of East Java. These farms were originally established by the Dutch and are quite traditional in their procedures and operation. Headquartered in Orange County, California, Diedrich Coffee is a specialty coffee company offering a wide range of whole bean and single serve coffees at retail locations and online.  Visit www.diedrichcoffee.com or call 800-354-5282 for more information.",Who Should Drink It: The fruit-toned wood (think prune and sandalwood) notes are worth a visit. 
Our Blend,Green Mountain Coffee,"Waterbury, Vermont",Not disclosed.,Medium-Dark,42/52,$8.49/12 oz.,October 2010,87,Review Date:,October 2010,Aroma:,7,Acidity:,8,"Blind Assessment: oft notes of nut and baking spice with a suggestion of dusk flowers in the aroma, deepening and complicating in the cup. Quiet but rich acidity, lightly syrupy mouthfeel. In the finish flavor fades rather quickly toward a mild astringency.","Notes: The coffees comprising this blend are certified Fair Trade, meaning they were purchased from small-holding farmers at a ""fair"" or economically sustainable price. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles, including this elite selection. Visit www.greenmountaincoffee.com or call 800-223-6768 for more information.",Who Should Drink It: Balanced and nuanced cup drops off in a disappointing finish.
Nicaragua Selva Negra Espresso,San Rafael Coffee,"Carson City, Nevada","Matagalpa, Nicaragua",Medium-Light,52/79,$22.00/16 oz.,October 2010,93,Review Date:,October 2010,Aroma:,9,Body:,8							,"Blind Assessment: Complex layers of flavor in the small cup, including sweet lemon, nut, cocoa and flowers. A sweet concentrated fruit note lingers deeply into the finish. In two parts milk the profile softens and rounds, with flowers still evident and the chocolate taking on a spicy character.","Notes: This coffee is certified organically grown and Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Produced on the Selva Negra (Black Forest) farm, a name that reflects the nostalgia of this pioneering coffee farm's 19th-century German founders. In the 21st century its fourth-generation owners have reinvented Selva Negra as a celebrated agri-tourism destination, a completely self-sufficient, sustainable farm community with extensive forest reserves and a very characteristic Nicaragua coffee. Nevada-based San Rafael Coffee Company is a family owned café and roastery that donates proceeds from the sales of their coffees to humanitarian and missionary work in Nicaragua. Visit www.sanrafaelcoffeecompany.com or call 775-461-3113 for more information.",Who Should Drink It: Lovers of particularly complex single-origin espressos.
First Love,Roytawan,"Chanthaburi, Thailand",Northern Thailand.,Medium,48/60,THB 120/ 250 g.,October 2010,88,Review Date:,October 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Sweet notes of milk chocolate and aromatic wood in the aroma. In the cup the chocolate tone becomes deeper and soft fruit and nut complications emerge. The chocolate deepens further in the finish, turning bittersweet and very slightly astringent.","Notes: Based in Thailand, Roytawan is a company that specializes in retail sales of roasted coffee with attention to “every detail in producing finest roasted coffee for real coffee lovers.” Visit www.roytawan.com or call +66-08-1846-3231 for more information.",Who Should Drink It: A rounded cup with varying shades of chocolate.
Guatemala Xeucalvitz,Coava Coffee Roasters,"Portland, Oregon","El Quiche Department, south central Guatemala",Medium-Light,53/70,$9.00/250 g. (8.8 oz.),October 2010,90,Review Date:,October 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Sweet and intense – stone fruit and honey complimented by silky milk chocolate. Fruit- and floral-toned acidity, medium body and a deeper chocolate-like sensation in a finish marked by a touch of drying astringency.","Notes: Xeucalvitz is one of four communities that form Ixil A’achimbal, an association of mainly indigenous coffee producers. This lot was produced from trees of the Bourbon and Typica varieties of Arabica, and processed by the pulped natural method, which involves removing the skin of the coffee fruit but drying the beans inside the fruit pulp. Coava is a Portland-based coffee roaster that aims to provide quality coffee and the knowledge needed to properly brew that coffee. Visit www.coavacoffee.com or call 503-894-8134 for more information.",Who Should Drink It: Drying in the fruit pulp appears to promote a sweet-toned intensity. The slight astringency in the finish may be pleasantly bracing for some.
Guatemala Guaya’b,Thanksgiving Coffee,"Fort Bragg, California","Huehuetenango growing region, Guatemala.",Medium-Dark,42/53,$13.00/12 oz.,October 2010,90,Review Date:,October 2010,Aroma:,8,Acidity:,8,"Blind Assessment: A darkish roast turns an apricot-like fruit toward a deep, raisiny dark chocolate in aroma and cup. Round, muted acidity, smooth mouthfeel, resonant finish.","Notes: Produced by the Guaya'b Cooperative of small-holding Mayan-Quiche farmers in the admired Huehuetenango growing region. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Produced from trees of the Bourbon, Typica and Caturra varieties. One of the country's pioneering socially and environmentally progressive roasters, Thanksgiving aimed to combine coffee quality with social and environmental responsibility years before the latter preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.","Who Should Drink It: A medium-dark roast develops a robust, fruit-toned chocolate in this perennially impressive Fair-Trade/organic Guatemala."
Guatemala San Pedro La Laguna,Kaldi's Coffee Roasting,"St. Louis, Missouri","Lake Atitlan basin, Guatemala.",Medium,51/65,$9.49/12 oz.,October 2010,91,Review Date:,October 2010,Aroma:,9,Acidity:,8,"Blind Assessment: Sweet-toned fruit in aroma and cup, complemented by complex layers of citrus, butterscotch and pungent aromatic wood. Gently bright acidity, silky mouthfeel. Simplifies in the finish, though hints of nut and chocolate persist.","Notes: Produced in the spectacular mountain basin surrounding Guatemala's Lake Atitlan by small-holding producers from trees of the Bourbon, Caturra and Typica varieties. Founded in 1994, Kaldi's Coffee is a quality-oriented small-batch roaster with several cafes throughout Missouri. Visit www.kaldiscoffee.com or call 888-892-6333 for more information.","Who Should Drink It: Complex, aromatically intense Guatemala."
Guatemala El Bosque,Barismo,"Arlington, Massachusetts","Antigua valley, Guatemala.",Medium-Dark,42/59,$14.00/12 oz.,October 2010,91,Review Date:,October 2010,Aroma:,8,Acidity:,8,"Blind Assessment: A gently roast-influenced version of the classic Antigua cup: flowers, nut, pear-like fruit and cocoaish chocolate hints in aroma and cup. Richly roast-rounded acidity, syrupy body, very slight heaviness in the finish.","Notes: El Bosque (“The Forest”) is a densely shaded coffee farm located in the celebrated growing region around the colonial town of Antigua, Guatemala. Produced entirely from trees of the heirloom Bourbon variety of Arabica. Barismo is a small batch roaster and retailer focused on estate coffees and manual brewing methods. Visit www.barismo.com or call 339-368-7300 for more information.",Who Should Drink It: Those who enjoy a slight roasty edge to a gently complete Bourbon-influenced cup. 
Guatemala El Socorro y Anexos Palo Blanco,Barefoot Coffee Roasters,"Santa Clara, California","Palencia, Guatemala Department, Guatemala.",Medium,53/66,$14.00/16 oz.,October 2010,91,Review Date:,October 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Balanced, complete coffee with a straightforward aromatic complex persisting from aroma through finish: peach, citrus, flowers, complimented by a delicately sweet chocolate. Rich acidity, syrupy body.","Notes: Grown on the award winning farm El Socorro y Anexos, this lot is made up entirely of the heirloom Bourbon variety of Arabica. Barefoot Coffee Roasters itself is an award-winning small-batch roasting company that claims to be ""Making sweet coffee love… in the heart of Silicon Valley."" Visit www.barefootcoffeeroasters.com or call 408-293-7200 for more information.",Who Should Drink It: Balance and strong structure in a classic Guatemala.
