coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Organic Fair Trade Ethiopian Harrar,Flying Goat Coffee,88,"Healdsburg, California","Blind Assessment: Dry fragrance: lemon, flowers and freshly laundered linen. In the hot aroma dark molasses and licorice on the pour, rich ripe fruit and milk chocolate in the break. While the floral, citrus and deep-red fruit notes remain intact from first sip through last (a neat trick in such a dark roast) these flavors assemble themselves differently with each taste as the cup cools. Complex and beautifully structured cup (Lindsey Bolger).","Notes: Certified organically grown and certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for this coffee. Harrar, unlike the more elegant and high-toned wet-processed coffees of southern Ethiopia (Yirgacheffe, Sidamo), is a dry-processed coffee, meaning the coffee cherries are simply picked and put out in the sun to dry, fruit and all. Such simple dry processing emphasizes bold fruit notes. In some cases the fruit character can be overly wild and fermented. Here, however, the wild fruit character has been tamed just enough to capture the essence of the origin while demonstrating surprising uniformity from cup to cup. Flying Goat is a quality-oriented small-batch wholesale/retail roaster located in northern California's wine country. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more information.","Who Should Drink It: Those who sip, rather than gulp, life's pleasures. A coffee deserving of contemplation.",5,8,7,8,,,,37,40,2004,9,38.6298355,-122.85900211842105,10.2116702,38.6521203
Organic Fair Trade Sumatra Gayoland,Capricorn Coffees,88,"San Francisco, California","Blind Assessment: Sweet, rich, with an impressive balance of dry acidy notes and sweetness. A combination of slightly fermented fruit and musty earthiness reads here as a fine intrigue of papaya, raisins and chocolate.","Notes: A traditionally processed Sumatra from the gigantic Gayo Mountain cooperative. Capricorn Coffees is one of the earliest established specialty coffee roasters in the San Francisco area, and in the United States generally. Visit www.capricorncoffees.com or call 800-541-0758 for more information.","Who Should Drink It: Socially concerned lovers of the ambiguous, gamey traditional Sumatra cup (Mandheling, Lintong, et. al.).",4,8,7,7,,,,42,53,2004,9,37.7790262,-122.419906,,
Organic Fair Trade Ethiopian Yirgacheffe,Green Mountain Coffee,88,"Waterbury, Vermont","Blind Assessment: Chocolate and delicately intense lemon notes carry decisively from aroma through cup to finish. The cup is integrated and harmonious, with a softly sweet acidity and a slight herby twist to the lemon.","Notes: Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world's most distinctive coffees. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.greenmountaincoffee.com or call 800-223-6768 for more information.",Who Should Drink It: Those who appreciate a gently exotic medium-roasted cup.,3,8,7,7,,,,51,66,2004,9,44.337125349999994,-72.75549720909403,10.2116702,38.6521203
Organic Fair-Trade National Wildlife Decaf,Green Mountain Coffee,90,"Waterbury, Vermont","Blind Assessment: Balanced and classic. The acidity is sweet and well integrated, the mouthfeel round and cleanly smooth, the flavor rich and straightforward with coffee fruit (the closest analogy is red cherry) that hints gently at milk chocolate. Long, resonant finish.","Notes: This impeccably socially-environmentally-health-conscious coffee is a blend of certified organic and Fair-Trade coffees that have been decaffeinated by the ""Swiss Water"" method, which uses hot water and charcoal filters rather than steam and solvent to remove caffeine. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.greenmountaincoffee.com or call 800-223-6768 for more information.","Who Should Drink It: Anyone looking for a classically balanced, medium-roasted decaffeinated cup. The Fair-Trade and organic agendas are bonuses.",3,7,8,8,,,,39,67,2004,9,44.337125349999994,-72.75549720909403,,
Daterra Farm Espresso: North Italian Style,Terroir Coffee,92,"Acton, Massachusetts","Blind Assessment: In the small cup deeply sweet, with a heavy, buttery mouthfeel and carnal fruit tones: papaya, mango, bittersweet chocolate. Exceptional in milk: very sweet with chocolate-toned fruit of almost lyric lift and complexity balanced by a dry, authoritative finish.","Notes: Brazil is the world's leading producer of naturally sweet, low-acid coffees used as the basis of the world's premium espresso blends. Daterra is one of the most innovative of the large, quality-oriented Brazilian farms. Terroir is a recently established microroaster selling only elite single-origin coffees, no blends. It stores its green coffees frozen in nitrogen-flushed containers and specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries and authorities. Visit www.terroircoffee.com or call 866-444-5282 for more information.",Who Should Drink It: Robust voluptuaries.,3,8,,8,,,,54,66,2004,8,42.4850931,-71.43284,-10.3333333,-53.2
"Ethiopia Yirgacheffe, Grade 2",Moore Coffee,90,"Ventura, California","Blind Assessment: Delicate and refined aroma: flowers, oranges and a hint of fresh-cut cedar. The cup is light-bodied, sweetly tart, refreshingly floral- and fruit toned with the pure, literal character of the flower and fruit of the coffee tree.","Notes: Ethiopia Yirgacheffe, arguably the world's most distinctive coffee origin, is grown in a lush, almost Eden-like range of hills in southern Ethiopia. Moore Coffee is a small retail and wholesale roaster that also offers a range of other fancy foods and beverages. Visit www.moorecoffee.com or call 800-994-8060 for more information.",Who Should Drink It: Those who understand that delicacy does not preclude intensity.,4,9,8,6,,,,40,54,2004,8,34.4458248,-119.0779359,10.2116702,38.6521203
Thiriku Cooperative Kenya AA Nyeri,Terroir Coffee,92,"Acton, Massachusetts","Blind Assessment: Bright but sweet, lyrically and complexly high-toned. Lemon, cherry, black currant in the aroma. In the cup cherry, tart berries, sweet grapefruit, even a rounding hint of milk chocolate.","Notes: Kenya is one of the world's most admired coffee origins. Terroir is a recently established microroaster selling only elite single-origin coffees, no blends. It stores its green coffees frozen in nitrogen-flushed containers (this Kenya is from the 2001 crop) and specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries and authorities. Visit www.terroircoffee.com or call 866-444-5282 for more information.","Who Should Drink It: Those interested in experiencing what has become an anomaly in American specialty coffee: a medium-roasted, acidy cup with sweetness, character and complexity.",2,9,8,7,,,,55,77,2004,8,42.4850931,-71.43284,1.4419683,38.4313975
Java Estate Peaberry,Moore Coffee,90,"Ventura, California","Blind Assessment: Superb aroma: rich, deep, pungently chocolate. The chocolate turns more intensely pungent, almost pine-toned in the cup, balanced by sweet, lush undercurrents of fruit.","Notes: Java is a classic coffee origin that has fallen out of favor over the last decade or so owing to inconsistency. This example, however, represents Java at its traditional best. Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (usually better) cup than normal beans from the same crop. Moore Coffee is a small retail and wholesale roaster that also offers a range of other fancy foods and beverages. Visit www.moorecoffee.com or call 800-994-8060 for more info.",Who Should Drink It: Those who find earthy Sumatras overstated but clean Latin American coffees boring.,4,9,7,8,,,,38,53,2004,8,34.4458248,-119.0779359,52.38003305,4.923084094010079
Organic/Fair Trade Nicaragua Segovia,New Harvest Coffee Roasters,86,"East Providence, Rhode Island",Blind Assessment: Deeply roasty in the aroma with grapefruit top notes and apricot and spicy chocolate undercurrents. In the cup sweet and complexly rich with chocolate and a caramelly fruit. A slight sharpness in the cup turns distinctly astringent and bitter in the finish.,"Notes: Certified organically grown and Fair-Traded, meaning the farmer was paid a formula-defined ""fair"" price for his coffee.  New Harvest is a quality-oriented specialty roaster specializing in Fair-Trade coffees. Visit www.newharvestcoffee.com or call 866-438-1999 for more information.",Who Should Drink It: Those who add a bit of milk and sugar to the cup may value the balancing edge of bitterness in this otherwise fine and characteristic Nicaragua.,4,8,7,7,,,,38,45,2004,8,41.8137116,-71.3700545,12.6090157,-85.2936911
Nicaragua Bourbon,Jesus Mountain Estate,87,"Stockton, California","Blind Assessment: Deep, rich, quietly complex aroma, with hints of cherry-toned fruit, chocolate, and leather. Loses its smile and turns quite serious in the cup, with a fullish body and powerful but sweet acidity. Once past the aroma, little nuance.","Notes: This coffee, named for the Serro de Jesus mountain overlooking the farm, is produced entirely from trees of the classic Bourbon variety of Arabica. An interesting story, Jesus Mountain Estate is a venture operated by three American friends, one of whom oversees the farm in Nicaragua while the other two operate a coffee shop and roastery in Stockton, California. Visit www.jesusmountaincoffee.com or call 209-823-3121 for more information.",Who Should Drink It: Those who prefer the front page to the entertainment section.,2,8,7,8,,,,56,69,2004,8,37.9577016,-121.2907796,12.6090157,-85.2936911
Nicaragua 15 de Septiembre Organic,Flying Goat Coffee,87,"Healdsburg, California","Blind Assessment: Roundly and sweetly pungent aroma, rich with walnut and cherry-toned chocolate. Simplifies slightly in the cup, but remains buoyant and cherry-toned, a giggly, meadowy sort of coffee. Light-footed but rich finish.","Notes: This certified organically grown coffee was awarded a rating of 86 by an international jury at the 2004 Nicaragua Cup of Excellence competition, making it the14th highest coffee in the competition. SHG, Strictly High Grown, is the highest grade of Guatemalan coffee. Flying Goat Coffee is a leading boutique retail/wholesale roaster located in the wine country of northern California. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more information.",Who Should Drink It: Lovers of fruity brandies.,3,8,7,7,,,,50,56,2004,8,38.6298355,-122.85900211842105,12.6090157,-85.2936911
